LP;Data_przybycia;Nr_IMO;Bandera;Nabrzeze
8574;31.05.2019;9349215;CY;CZESKIE
8575;31.05.2019;9349215;CY;CZESKIE
8576;31.05.2019;9349215;CY;CZESKIE
8577;31.05.2019;9349215;CY;CZESKIE
8578;31.05.2019;9349215;CY;CZESKIE
8579;31.05.2019;9349215;CY;CZESKIE
8580;31.05.2019;9349215;CY;CZESKIE
8581;31.05.2019;9411769;NL;SLOWACKIE
8582;01.06.2019;8230481;VC;ANGIELSKIE
8583;01.06.2019;7304314;BS;POLSKIE
8584;01.06.2019;9161247;PL;BULWAR CHROBREGO
8585;01.06.2019;9385922;NL;BYTOMSKIE
8586;01.06.2019;9195212;PT;CZESKIE
8587;01.06.2019;9454838;AG;SLOWACKIE
8588;02.06.2019;9458145;TR;RUMUNSKIE
8589;02.06.2019;9316282;BS;GDYNSKIE S
8590;02.06.2019;7730769;PL;WARSZTATOWE
8591;02.06.2019;7802794;SE;CZESKIE
8592;02.06.2019;7802794;SE;CZESKIE
8593;02.06.2019;7802794;SE;CZESKIE
8594;02.06.2019;7802794;SE;CZESKIE
8595;02.06.2019;7802794;SE;CZESKIE
8596;02.06.2019;7802794;SE;CZESKIE
8597;02.06.2019;9155872;NL;GLIWICKIE
8598;02.06.2019;9213894;AG;BULGARSKIE
8599;02.06.2019;9163685;NL;KATOWICKIE
8600;02.06.2019;9455674;NL;HOLENDERSKIE
8601;02.06.2019;9658109;NL;CHORZOWSKIE
8602;03.06.2019;9330771;KY;KATOWICKIE - DALBY
8603;03.06.2019;8320585;PA;BULGARSKIE
8604;03.06.2019;9243851;NL;BULGARSKIE
8605;03.06.2019;9357494;NL;PARNICKIE
8606;04.06.2019;9300489;PT;PARNICKIE
8607;04.06.2019;9555357;RU;SLOWACKIE
8608;04.06.2019;6617855;AG;REMONTOWE
8609;04.06.2019;9279032;NL;BELGIJSKIE
8610;04.06.2019;9423657;NL;CZESKIE
8611;04.06.2019;9077575;RU;CHORZOWSKIE
8612;04.06.2019;9297591;DE;FINSKIE
8613;04.06.2019;9297591;DE;FINSKIE
8614;04.06.2019;7615749;PL;SPOLDZIELCZE
8615;04.06.2019;9413341;AG;REGALICA
8616;05.06.2019;8703995;DK;DRZETOWSKIE N
8617;05.06.2019;9708033;LR;ZBOZOWE
8618;05.06.2019;8420713;FI;BYTOMSKIE
8619;05.06.2019;8616087;SE;HUTA (KRA)
8620;05.06.2019;9658355;MH;CPN III
8621;05.06.2019;8607725;AG;ANGIELSKIE
8622;05.06.2019;6605503;PL;WARSZTATOWE
8623;05.06.2019;9529188;NL;REGALICA
8624;06.06.2019;8129395;FO;WALBRZYSKIE
8625;06.06.2019;9138185;GI;SLOWACKIE
8626;06.06.2019;9433341;AG;GLIWICKIE
8627;06.06.2019;8801060;FI;GORNOSLASKIE
8628;06.06.2019;8865896;SE;DRZETOWSKIE N
8629;06.06.2019;8407711;CY;DRZETOWSKIE N
8630;06.06.2019;9106912;AG;BELGIJSKIE
8631;06.06.2019;9122227;AG;CZESKIE
8632;06.06.2019;9250397;KN;GORNOSLASKIE
8633;06.06.2019;9240732;VC;SLOWACKIE
8634;07.06.2019;9229532;DK;FOSFATOWE DALBY
8635;07.06.2019;9419278;CW;WEGIERSKIE
8636;07.06.2019;9201803;NL;SLOWACKIE
8637;07.06.2019;9760407;NL;FOSFATOWE
8638;07.06.2019;9374387;PT;GRECKIE
8639;07.06.2019;9349227;CY;FINSKIE
8640;07.06.2019;9349227;CY;FINSKIE
8641;07.06.2019;9349227;CY;FINSKIE
8642;07.06.2019;9349227;CY;FINSKIE
8643;07.06.2019;9349227;CY;FINSKIE
8644;07.06.2019;9349227;CY;FINSKIE
8645;07.06.2019;9349227;CY;FINSKIE
8646;08.06.2019;9555321;RU;BULGARSKIE
8647;08.06.2019;7330052;NO;RUMUNSKIE
8648;08.06.2019;9506148;AG;DOK 3
8649;08.06.2019;9851115;RU;BYTOMSKIE
8650;08.06.2019;8609606;FI;PRZEMYSLOWE
8651;08.06.2019;9177882;AG;PARNICKIE
8652;08.06.2019;8611013;AG;POZNANSKIE
8653;09.06.2019;8505953;NO;ZBOZOWE
8654;09.06.2019;9214018;NL;HOLENDERSKIE
8655;09.06.2019;9325142;AG;HUTA (KRA)
8656;10.06.2019;9312688;AG;CHORZOWSKIE
8657;10.06.2019;9126687;MT;BYTOMSKIE
8658;10.06.2019;9505297;GI;CZESKIE
8659;10.06.2019;9504267;AG;CHORZOWSKIE
8660;10.06.2019;9190183;CY;SNOP N
8661;10.06.2019;9143398;MT;GORNOSLASKIE
8662;10.06.2019;7730769;PL;WARSZTATOWE
8663;10.06.2019;8111647;SE;WULKAN N
8664;10.06.2019;8919221;AG;DRZETOWSKIE N
8665;10.06.2019;8814196;AG;FOSFATOWE
8666;11.06.2019;9399404;NL;PRZEMYSLOWE
8667;11.06.2019;9369071;AG;KATOWICKIE
8668;11.06.2019;8404458;VU;ANGIELSKIE
8669;11.06.2019;9411769;NL;BYDGOSKIE
8670;11.06.2019;9161247;PL;BULWAR CHROBREGO
8671;11.06.2019;8609618;FI;BULGARSKIE
8672;11.06.2019;9376048;CY;FINSKIE
8673;11.06.2019;9376048;CY;FINSKIE
8674;11.06.2019;9376048;CY;FINSKIE
8675;11.06.2019;9376048;CY;FINSKIE
8676;11.06.2019;9376048;CY;FINSKIE
8677;11.06.2019;9376048;CY;FINSKIE
8678;11.06.2019;9376048;CY;FINSKIE
8679;11.06.2019;9376048;CY;FINSKIE
8680;11.06.2019;9491745;BB;BYTOMSKIE
8681;11.06.2019;9136101;BE;CZESKIE
8682;12.06.2019;9081356;VC;HUTA (KRA)
8683;12.06.2019;9118496;NO;HUTA (KRA)
8684;12.06.2019;9118496;NO;HUTA (KRA)
8685;12.06.2019;9375848;AG;GLIWICKIE
8686;12.06.2019;7615749;PL;SPOLDZIELCZE
8687;12.06.2019;9126625;FO;HUK
8688;12.06.2019;6721876;SE;ARSENAL
8689;12.06.2019;9137296;LR;SLOWACKIE
8690;12.06.2019;6507983;VC;HUTA (KRA)
8691;13.06.2019;9283459;MT;PARNICKIE
8692;13.06.2019;9283459;MT;PARNICKIE
8693;13.06.2019;9283459;MT;PARNICKIE
8694;13.06.2019;9283459;MT;PARNICKIE
8695;13.06.2019;9283459;MT;PARNICKIE
8696;13.06.2019;9283459;MT;PARNICKIE
8697;13.06.2019;9187928;MT;WEGIERSKIE
8698;13.06.2019;9138202;GI;SLOWACKIE
8699;13.06.2019;9519808;AG;SNOP S
8700;13.06.2019;8415653;NO;ZBOZOWE
8701;13.06.2019;9155872;NL;BYTOMSKIE
8702;13.06.2019;9344320;PT;PARNICKIE
8703;13.06.2019;9341782;NL;CEMENTOWE
8704;13.06.2019;9197806;LV;POLSKIE
8705;13.06.2019;8205187;AG;ARSENAL
8706;13.06.2019;7504926;PL;PRCIP
8707;14.06.2019;9057238;NL;GLIWICKIE
8708;14.06.2019;9356543;NL;REGALICA
8709;14.06.2019;9001849;BS;HUTA (KRA)
8710;15.06.2019;9370288;AG;PARNICKIE
8711;15.06.2019;6605448;PL;WARSZTATOWE
8712;15.06.2019;9545027;NL;DRZETOWSKIE N
8713;15.06.2019;9612545;NL;ODRA NOWE
8714;15.06.2019;9349215;CY;FINSKIE
8715;15.06.2019;9155688;LT;HUTA (KRA)
8716;15.06.2019;6808090;VC;GLIWICKIE
8717;16.06.2019;9688647;MT;CZESKIE
8718;16.06.2019;9017379;BB;WALBRZYSKIE
8719;16.06.2019;8320585;PA;BULGARSKIE
8720;16.06.2019;9224154;NL;PRZEMYSLOWE
8721;16.06.2019;9356490;NL;HOLENDERSKIE
8722;16.06.2019;9250397;KN;GORNOSLASKIE
8723;16.06.2019;9201798;NL;SLOWACKIE
8724;17.06.2019;9506100;LR;GLIWICKIE
8725;17.06.2019;9198630;NL;REGALICA
8726;17.06.2019;9481594;NL;HUTA (KRA)
8727;17.06.2019;8919221;AG;DRZETOWSKIE N
8728;17.06.2019;9433353;AG;CHORZOWSKIE
8729;18.06.2019;9173214;MT;SNOP N
8730;19.06.2019;9196175;AG;GORNOSLASKIE
8731;19.06.2019;8406779;VC;ANGIELSKIE
8732;19.06.2019;6507983;VC;HUTA (KRA)
8733;19.06.2019;9349227;CY;FINSKIE
8734;20.06.2019;9658367;MH;CPN III
8735;20.06.2019;9172210;NO;HUTA (KRA)
8736;20.06.2019;9161247;PL;BULWAR CHROBREGO
8737;20.06.2019;9297591;DE;FINSKIE
8738;20.06.2019;9555321;RU;SLOWACKIE
8739;20.06.2019;9259056;NL;REGALICA
8740;20.06.2019;8402668;VC;SLOWACKIE
8741;21.06.2019;8919221;AG;SNOP N
8742;21.06.2019;8518297;BB;HUTA (KRA)
8743;21.06.2019;9462744;NL;REGALICA
8744;22.06.2019;9552056;LU;SLOWACKIE
8745;22.06.2019;9374686;CW;SLOWACKIE
8746;22.06.2019;9552020;PT;CZESKIE
8747;22.06.2019;7330052;NO;PARNICKIE
8748;22.06.2019;9349227;CY;FINSKIE
8749;22.06.2019;9349227;CY;FINSKIE
8750;22.06.2019;9349227;CY;FINSKIE
8751;22.06.2019;9265249;NL;RUMUNSKIE
8752;22.06.2019;9457115;AG;DOK 3
8753;22.06.2019;9767716;BS;DRZETOWSKIE S
8754;22.06.2019;9624811;NL;PARNICKIE
8755;22.06.2019;9539066;MT;FINSKIE
8756;22.06.2019;9539066;MT;FINSKIE
8757;22.06.2019;9539066;MT;FINSKIE
8758;22.06.2019;9539066;MT;FINSKIE
8759;22.06.2019;9539066;MT;FINSKIE
8760;22.06.2019;9539066;MT;FINSKIE
8761;22.06.2019;9539066;MT;FINSKIE
8762;22.06.2019;9539066;MT;FINSKIE
8763;22.06.2019;9539066;MT;FINSKIE
8764;22.06.2019;9539066;MT;FINSKIE
8765;22.06.2019;9539066;MT;FINSKIE
8766;22.06.2019;9539066;MT;FINSKIE
8767;22.06.2019;9539066;MT;FINSKIE
8768;22.06.2019;9539066;MT;FINSKIE
8769;22.06.2019;9539066;MT;FINSKIE
8770;23.06.2019;9624859;NL;FOSFATOWE
8771;23.06.2019;9148207;LV;KATOWICKIE
8772;23.06.2019;9014949;AG;GORNOSLASKIE
8773;23.06.2019;8818300;BS;DOK 5
8774;23.06.2019;9307372;NL;CZESKIE
8775;23.06.2019;9489522;NL;BELGIJSKIE
8776;23.06.2019;9192636;AG;WULKAN N
8777;23.06.2019;9194282;FI;BULGARSKIE
8778;23.06.2019;8230481;VC;ANGIELSKIE
8779;23.06.2019;9555357;RU;BELGIJSKIE
8780;24.06.2019;9279056;NL;HOLENDERSKIE
8781;24.06.2019;9414199;AG;KATOWICKIE
8782;24.06.2019;9562453;PA;GORNOSLASKIE
8783;24.06.2019;9114713;AG;HUTA (KRA)
8784;24.06.2019;5111696;DK;ARSENAL
8785;24.06.2019;9374909;NL;SLOWACKIE
8786;25.06.2019;9180839;NL;CHORZOWSKIE
8787;25.06.2019;9198458;BB;REGALICA
8788;25.06.2019;8211629;CK;GLIWICKIE
8789;25.06.2019;9316907;KR;SLOWACKIE
8790;25.06.2019;6605448;PL;WARSZTATOWE
8791;25.06.2019;8506024;DK;WULKAN POCHYLNIA
8792;25.06.2019;9102899;PA;KATOWICKIE
8793;25.06.2019;9136096;BE;BELGIJSKIE
8794;26.06.2019;7924401;AG;ARSENAL
8795;26.06.2019;8716100;FI;BULGARSKIE
8796;26.06.2019;9195858;BB;REGALICA
8797;26.06.2019;7704057;PL;CAL
8798;26.06.2019;7704057;PL;CAL
8799;26.06.2019;9374674;NL;GLIWICKIE
8800;26.06.2019;8509820;CY;SNOP N
8801;26.06.2019;9100188;NO;HUTA (KRA)
8802;26.06.2019;9199414;GI;SLOWACKIE
8803;27.06.2019;7615749;PL;SPOLDZIELCZE
8804;27.06.2019;9305362;PT;PARNICKIE
8805;27.06.2019;9305362;PT;PARNICKIE
8806;27.06.2019;9305362;PT;PARNICKIE
8807;27.06.2019;9305362;PT;PARNICKIE
8808;27.06.2019;9305362;PT;PARNICKIE
8809;27.06.2019;6605503;PL;WARSZTATOWE
8810;27.06.2019;9488827;FO;ODRA STARE
8811;27.06.2019;6721876;SE;ARSENAL
8812;27.06.2019;9297591;DE;FINSKIE
8813;27.06.2019;9156175;BB;HUTA (KRA)
8814;27.06.2019;9161247;PL;BULWAR CHROBREGO
8815;27.06.2019;8942826;DK;ODRA STARE
8816;27.06.2019;9555333;RU;BYTOMSKIE
8817;27.06.2019;8805602;FI;CZESKIE
8818;27.06.2019;9624500;MH;CHORZOWSKIE
8819;27.06.2019;9434589;AG;SLOWACKIE
8820;27.06.2019;8987711;PL;BULWAR CHROBREGO
8821;27.06.2019;8616087;SE;HUTA (KRA)
8822;28.06.2019;9433339;AG;KATOWICKIE
8823;28.06.2019;9173161;GI;CZESKIE
8824;28.06.2019;9472012;CY;GLIWICKIE
8825;28.06.2019;9658355;MH;CPN III
8826;28.06.2019;9053828;PT;WEGIERSKIE
8827;28.06.2019;9179361;CY;RUMUNSKIE
8828;28.06.2019;9085455;BE;BELGIJSKIE
8829;28.06.2019;8402577;AG;OKO
8830;28.06.2019;8205187;AG;GLIWICKIE
8831;29.06.2019;8225474;PL;WARSZTATOWE
8832;29.06.2019;9365984;GI;FINSKIE
8833;29.06.2019;9624861;NL;PARNICKIE
8834;30.06.2019;9279032;NL;CZESKIE
8835;30.06.2019;9041320;AG;BULGARSKIE
8836;30.06.2019;8609618;FI;POLSKIE
8837;30.06.2019;9099171;DK;STAROWKA
8838;30.06.2019;9344320;PT;PARNICKIE
8839;30.06.2019;8714267;NL;DRZETOWSKIE S
8840;30.06.2019;9148166;CY;BYTOMSKIE
8841;01.07.2019;9350771;IM;SLOWACKIE
8842;01.07.2019;9138197;GI;SLOWACKIE
8843;01.07.2019;9392391;PA;HUTA (KRA)
8844;01.07.2019;9216482;RU;KATOWICKIE
8845;01.07.2019;9466233;NL;HUTA (KRA)
8846;01.07.2019;9374686;CW;CZESKIE
8847;01.07.2019;9582855;AG;PARNICKIE
8848;02.07.2019;9277278;CY;GORNOSLASKIE
8849;02.07.2019;9102899;PA;KATOWICKIE
8850;02.07.2019;8518340;BB;WALBRZYSKIE
8851;02.07.2019;8506024;DK;DRZETOWSKIE N
8852;02.07.2019;9505584;AG;HUTA (KRA)
8853;03.07.2019;8818623;CY;SLOWACKIE
8854;03.07.2019;9297591;DE;FINSKIE
8855;03.07.2019;9506100;LR;GORNOSLASKIE
8856;03.07.2019;9173161;GI;GLIWICKIE
8857;03.07.2019;9135743;CY;REGALICA
8858;04.07.2019;9489558;NL;BULGARSKIE
8859;04.07.2019;9160334;NL;SLOWACKIE
8860;04.07.2019;9430959;MT;CHORZOWSKIE
8861;04.07.2019;9117208;BB;WALBRZYSKIE
8862;04.07.2019;9357494;NL;KATOWICKIE
8863;04.07.2019;9411771;NL;BELGIJSKIE
8864;04.07.2019;9313814;NL;HOLENDERSKIE
8865;04.07.2019;9373527;GB;DRZETOWSKIE N
8866;04.07.2019;8616087;SE;HUTA (KRA)
8867;05.07.2019;6605448;PL;WARSZTATOWE
8868;05.07.2019;9555321;RU;BYTOMSKIE
8869;05.07.2019;8913485;BB;WALBRZYSKIE
8870;05.07.2019;9528495;NL;BULGARSKIE
8871;05.07.2019;9349227;CY;FINSKIE
8872;06.07.2019;9597783;BS;SLOWACKIE
8873;06.07.2019;9196216;NL;WALBRZYSKIE
8874;06.07.2019;9458145;TR;RUMUNSKIE
8875;06.07.2019;9113721;NL;FINSKIE
8876;06.07.2019;9265665;DE;ANGIELSKIE
8877;06.07.2019;8505927;DE;ARSENAL
8878;07.07.2019;9138214;GI;BULGARSKIE
8879;07.07.2019;9279056;NL;BELGIJSKIE
8880;07.07.2019;9554157;TR;KATOWICKIE
8881;07.07.2019;9194282;FI;REGALICA
8882;07.07.2019;8987711;PL;BULWAR CHROBREGO
8883;07.07.2019;9077575;RU;CHORZOWSKIE
8884;07.07.2019;9423669;NL;WEGIERSKIE
8885;07.07.2019;9099171;DK;STAROWKA
8886;08.07.2019;9156175;BB;KATOWICKIE
8887;08.07.2019;9195822;FO;BYTOMSKIE
8888;08.07.2019;9155688;LT;SNOP N
8889;08.07.2019;8129395;FO;GLIWICKIE
8890;08.07.2019;9019078;CY;DOK 5
8891;08.07.2019;9769116;FI;OKO
8892;08.07.2019;9374674;NL;HOLENDERSKIE
8893;08.07.2019;9102899;PA;GORNOSLASKIE
8894;09.07.2019;9390991;NO;HUTA (KRA)
8895;09.07.2019;9360984;CY;FINSKIE
8896;09.07.2019;9342138;MT;FOSFATOWE
8897;09.07.2019;9177882;AG;WALBRZYSKIE
8898;09.07.2019;9114725;MT;SNOP N
8899;09.07.2019;9210359;RU;CZESKIE
8900;09.07.2019;9501241;AG;CZESKIE
8901;10.07.2019;9582867;AG;FINSKIE
8902;10.07.2019;9148166;CY;RUMUNSKIE
8903;10.07.2019;8404496;FI;WULKAN POCHYLNIA
8904;10.07.2019;9371359;MH;CHORZOWSKIE
8905;11.07.2019;9197818;GI;POZNANSKIE
8906;11.07.2019;6602898;PT;BULGARSKIE
8907;11.07.2019;9161247;PL;BULWAR CHROBREGO
8908;11.07.2019;9099171;DK;STAROWKA
8909;12.07.2019;9547324;NL;BULGARSKIE
8910;12.07.2019;9259068;AG;FOSFATOWE
8911;12.07.2019;9088299;FO;POZNANSKIE
8912;12.07.2019;9349215;CY;FINSKIE
8913;12.07.2019;9658355;MH;CPN III
8914;13.07.2019;9138202;GI;SLOWACKIE
8915;13.07.2019;9113721;NL;FINSKIE
8916;13.07.2019;9354076;LR;ZBOZOWE
8917;13.07.2019;9198446;BB;HUTA (KRA)
8918;13.07.2019;9256432;CY;PARNICKIE
8919;13.07.2019;8504208;DE;SNOP N
8920;13.07.2019;9143269;AG;BYTOMSKIE
8921;14.07.2019;8416786;DK;FOSFATOWE DALBY
8922;14.07.2019;9171101;CY;PARNICKIE
8923;14.07.2019;9489546;NL;BELGIJSKIE
8924;14.07.2019;9131589;FO;HUTA (KRA)
8925;14.07.2019;8511029;DE;GLIWICKIE
8926;14.07.2019;9491757;BB;CZESKIE
8927;15.07.2019;9374698;NL;REGALICA
8928;15.07.2019;8402668;VC;SLOWACKIE
8929;15.07.2019;9229166;BS;HUTA (KRA)
8930;15.07.2019;9341782;NL;CEMENTOWE
8931;16.07.2019;9167320;CY;SLOWACKIE
8932;16.07.2019;9156101;BB;WALBRZYSKIE
8933;16.07.2019;9526100;NL;CZESKIE
8934;16.07.2019;9099171;DK;STAROWKA
8935;16.07.2019;9300489;PT;PARNICKIE
8936;16.07.2019;9119622;DE;PARNICKIE
8937;16.07.2019;9114713;AG;OKO
8938;16.07.2019;9534274;AG;HUTA (KRA)
8939;16.07.2019;8814196;AG;KASZUBSKIE
8940;16.07.2019;9356543;NL;REGALICA
8941;16.07.2019;9549607;RU;BULGARSKIE
8942;16.07.2019;9136216;FO;ZBOZOWE
8943;17.07.2019;9313709;LU;BYTOMSKIE
8944;17.07.2019;9229697;KY;CHORZOWSKIE
8945;17.07.2019;5346473;DE;MAZOWIECKIE
8946;17.07.2019;8813972;NO;WEGIERSKIE
8947;17.07.2019;9342164;MT;SNOP S
8948;17.07.2019;8987711;PL;BULWAR CHROBREGO
8949;17.07.2019;9390991;NO;FARBOLAK SWFIL
8950;17.07.2019;8420086;CY;ODRA NOWE
8951;18.07.2019;7330052;NO;RUMUNSKIE
8952;18.07.2019;9297204;NL;PARNICKIE
8953;18.07.2019;7382495;MT;KATOWICKIE
8954;18.07.2019;8407711;CY;ARSENAL
8955;18.07.2019;9431604;NL;REGALICA
8956;18.07.2019;6507983;VC;HUTA (KRA)
8957;18.07.2019;9131199;SE;SPOLDZIELCZE
8958;19.07.2019;9113721;NL;FINSKIE
8959;19.07.2019;9161247;PL;BULWAR CHROBREGO
8960;19.07.2019;9552070;LU;SLOWACKIE
8961;19.07.2019;8987711;PL;BULWAR CHROBREGO
8962;19.07.2019;9658355;MH;CPN III
8963;20.07.2019;9365984;GI;FINSKIE
8964;20.07.2019;9456745;NL;KATOWICKIE - DALBY
8965;20.07.2019;9279032;NL;FOSFATOWE
8966;20.07.2019;9617337;CY;PARNICKIE
8967;20.07.2019;9297591;DE;FINSKIE
8968;20.07.2019;7904578;DE;PASAZERSKIE
8969;20.07.2019;6605448;PL;WARSZTATOWE
8970;20.07.2019;9137296;LR;BYTOMSKIE
8971;20.07.2019;9391000;NO;HUTA (KRA)
8972;20.07.2019;9371854;NL;PARNICKIE
8973;21.07.2019;9579468;NO;DRZETOWSKIE N
8974;21.07.2019;9504267;AG;SLOWACKIE
8975;21.07.2019;9279408;NL;BULGARSKIE
8976;21.07.2019;8214358;GI;ANGIELSKIE
8977;21.07.2019;9341160;FO;GLIWICKIE
8978;21.07.2019;9356490;NL;HOLENDERSKIE
8979;21.07.2019;9528500;GI;SLOWACKIE
8980;22.07.2019;7615749;PL;SPOLDZIELCZE
8981;22.07.2019;9582867;AG;FINSKIE
8982;22.07.2019;9677404;NL;HUK
8983;22.07.2019;9014705;MT;HUTA (KRA)
8984;22.07.2019;9313814;NL;PRZEMYSLOWE
8985;22.07.2019;9312377;MT;SNOP N
8986;22.07.2019;9439474;NL;GORNOSLASKIE
8987;23.07.2019;9454462;AG;CZESKIE
8988;23.07.2019;9518426;AG;KATOWICKIE
8989;23.07.2019;9099171;DK;STAROWKA
8990;23.07.2019;9041320;AG;OKO
8991;23.07.2019;9113721;NL;FINSKIE
8992;23.07.2019;9085455;BE;ANGIELSKIE
8993;23.07.2019;9136101;BE;REGALICA
8994;23.07.2019;9549621;RU;BULGARSKIE
8995;23.07.2019;7810210;MT;GLIWICKIE
8996;24.07.2019;9041318;AG;RUMUNSKIE
8997;24.07.2019;9111060;RU;BYTOMSKIE
8998;24.07.2019;8518558;DE;WULKAN S
8999;24.07.2019;9034494;NO;GORNOSLASKIE
9000;24.07.2019;9374674;NL;GLIWICKIE
9001;24.07.2019;9161247;PL;BULWAR CHROBREGO
9002;24.07.2019;9467225;NL;REGALICA
9003;24.07.2019;6507983;VC;HUTA (KRA)
9004;24.07.2019;9344320;PT;PARNICKIE
9005;25.07.2019;9143611;RU;HUTA (KRA)
9006;25.07.2019;9006277;CY;BYTOMSKIE
9007;25.07.2019;9368871;MH;KATOWICKIE
9008;26.07.2019;8506373;BS;BULWAR CHROBREGO
9009;26.07.2019;9297591;DE;FINSKIE
9010;26.07.2019;8511029;DE;SNOP S
9011;26.07.2019;5346473;DE;MAZOWIECKIE
9012;26.07.2019;8406779;VC;ANGIELSKIE
9013;26.07.2019;9014717;MT;WALBRZYSKIE
9014;26.07.2019;9179983;CY;GDANSKIE
9015;26.07.2019;9156187;BB;GLIWICKIE
9016;26.07.2019;9349215;CY;FINSKIE
9017;26.07.2019;9738894;PA;CZESKIE
9018;26.07.2019;9131199;SE;SPOLDZIELCZE
9019;27.07.2019;9549607;RU;BULGARSKIE
9020;27.07.2019;9113721;NL;FINSKIE
9021;27.07.2019;9243916;GB;BYTOMSKIE
9022;28.07.2019;9138214;GI;PARNICKIE
9023;28.07.2019;8983272;PL;BULWAR CHROBREGO
9024;28.07.2019;9297591;DE;FINSKIE
9025;28.07.2019;9131199;SE;SPOLDZIELCZE
9026;28.07.2019;9566796;GI;GRECKIE
9027;28.07.2019;9489558;NL;BELGIJSKIE
9028;28.07.2019;9374715;NL;REGALICA
9029;28.07.2019;9555357;RU;SLOWACKIE
9030;28.07.2019;9265249;NL;RUMUNSKIE
9031;29.07.2019;9201798;NL;SLOWACKIE
9032;29.07.2019;9380726;AG;PARNICKIE
9033;29.07.2019;9041320;AG;SLOWACKIE
9034;29.07.2019;9113721;NL;FINSKIE
9035;29.07.2019;9279434;RU;GORNOSLASKIE
9036;29.07.2019;9639464;PA;CHORZOWSKIE
9037;29.07.2019;8636960;SE;GDYNSKIE N
9038;29.07.2019;9430997;MT;GLIWICKIE
9039;29.07.2019;9290672;MT;HUTA (KRA)
9040;29.07.2019;9131199;SE;SPOLDZIELCZE
9041;29.07.2019;9279408;NL;BULGARSKIE
9042;29.07.2019;9583902;AG;SNOP N
9043;30.07.2019;9341172;FO;KATOWICKIE
9044;30.07.2019;9099171;DK;STAROWKA
9045;30.07.2019;9246267;AG;BYTOMSKIE
9046;30.07.2019;8407711;CY;ARSENAL
9047;30.07.2019;9507374;MT;GLIWICKIE
9048;30.07.2019;9131199;SE;SPOLDZIELCZE
9049;30.07.2019;9280689;AG;REMONTOWE
9050;30.07.2019;9067582;PA;CZESKIE
9051;30.07.2019;9148166;CY;BELGIJSKIE
9052;31.07.2019;9345362;BE;HOLENDERSKIE
9053;31.07.2019;8922266;BS;SNOP S
9054;31.07.2019;9196266;DE;POZNANSKIE
9055;31.07.2019;7402441;PL;PRCIP
9056;31.07.2019;9434577;AG;REGALICA
9057;31.07.2019;9235488;AG;KATOWICKIE
9058;31.07.2019;6507983;VC;HUTA (KRA)
9059;31.07.2019;9043366;DK;BYTOMSKIE
9060;31.07.2019;9000833;BB;GLIWICKIE
9061;01.08.2019;9113721;NL;FINSKIE
9062;01.08.2019;8603377;RU;CZESKIE
9063;01.08.2019;8504208;DE;SNOP N
9064;01.08.2019;9433353;AG;KATOWICKIE
9065;01.08.2019;9323651;GI;SLOWACKIE
9066;01.08.2019;9291717;IE;SNOP S
9067;01.08.2019;9411771;NL;HOLENDERSKIE
9068;01.08.2019;9555333;RU;WEGIERSKIE
9069;01.08.2019;9356490;NL;BYDGOSKIE
9070;01.08.2019;9369655;NL;REGALICA
9071;02.08.2019;9306433;PT;BULGARSKIE
9072;02.08.2019;9137296;LR;SNOP N
9073;02.08.2019;9099171;DK;STAROWKA
9074;02.08.2019;9312717;AG;REMONTOWE
9075;02.08.2019;9658355;MH;CPN III
9076;02.08.2019;9638769;NL;GLIWICKIE
9077;02.08.2019;8412417;VC;MAZOWIECKIE
9078;02.08.2019;9173185;CY;SLOWACKIE
9079;02.08.2019;9365984;GI;FINSKIE
9080;03.08.2019;9086605;FI;REGALICA
9081;03.08.2019;9297591;DE;FINSKIE
9082;03.08.2019;9031428;NO;SLOWACKIE
9083;03.08.2019;7369168;NO;DRZETOWSKIE N
9084;03.08.2019;9118496;NO;HUTA (KRA)
9085;03.08.2019;8505927;DE;CZESKIE
9086;03.08.2019;9279070;AG;BELGIJSKIE
9087;04.08.2019;9013000;AG;SNOP S
9088;04.08.2019;9161247;PL;BULWAR CHROBREGO
9089;04.08.2019;8814201;VC;CZESKIE
9090;05.08.2019;7615749;PL;SPOLDZIELCZE
9091;05.08.2019;8822612;BS;SLOWACKIE
9092;05.08.2019;9201803;NL;SLOWACKIE
9093;05.08.2019;9180396;CY;ARSENAL
9094;05.08.2019;8420842;BS;DOK 5
9095;05.08.2019;9604184;NL;KATOWICKIE
9096;05.08.2019;9041318;AG;HUTA (KRA)
9097;05.08.2019;9313864;NL;SNOP S
9098;05.08.2019;9534365;NL;GRECKIE
9099;05.08.2019;9113721;NL;FINSKIE
9100;06.08.2019;9131199;SE;SPOLDZIELCZE
9101;06.08.2019;9528500;GI;SLOWACKIE
9102;06.08.2019;9333450;MT;HUTA (KRA)
9103;06.08.2019;9331361;NL;WALBRZYSKIE
9104;06.08.2019;9299472;MH;CHORZOWSKIE
9105;06.08.2019;6605448;PL;WARSZTATOWE
9106;06.08.2019;9279434;RU;FINSKIE
9107;07.08.2019;9431604;NL;POZNANSKIE
9108;07.08.2019;9114725;MT;WEGIERSKIE
9109;07.08.2019;9487603;MT;SLOWACKIE
9110;07.08.2019;9265665;DE;ANGIELSKIE
9111;07.08.2019;6605503;PL;DRZETOWSKIE S
9112;07.08.2019;6507983;VC;HUTA (KRA)
9113;08.08.2019;9393266;NL;PARNICKIE
9114;08.08.2019;9472012;CY;GLIWICKIE
